LoanID,CustomerID,Amount,InterestRate,LoanDate,TermMonths
606,121352,3897.01,18.92,2022-01-07,60
607,155069,48706.49,16.64,2022-05-11,12
608,114397,36630.08,14.18,2021-02-18,36
609,141555,47762.71,13.12,2024-06-04,6
610,146959,48983.68,16.92,2023-04-22,48
611,100728,18493.14,9.96,2024-08-01,6
612,150517,27625.74,14.8,2020-01-14,12
613,166234,36743.8,18.18,2023-08-09,6
614,139954,42605.11,10.08,2022-09-28,36
615,147280,48576.43,11.67,2023-08-07,12
616,179459,48748.35,7.23,2024-02-28,6
617,116779,17059.95,16.18,2020-09-01,60
618,163932,34343.43,9.92,2023-02-03,12
619,172936,8199.7,11.05,2022-04-20,60
620,124466,40715.69,16.88,2021-10-23,36
621,136939,8815.55,9.1,2024-11-06,48
622,169896,44643.34,18.57,2024-12-11,36
623,135270,48975.9,17.23,2020-04-01,48
624,159163,5231.07,5.19,2023-10-24,36
625,182637,26105.6,13.44,2020-05-28,60
626,151934,13971.85,17.58,2021-10-10,6
627,164895,24031.68,9.3,2021-09-06,60
628,132307,15394.96,10.75,2021-04-01,24
629,154098,4216.71,14.16,2020-02-01,48
630,160921,20312.32,11.42,2024-03-01,36
631,105486,11023.92,12.47,2024-03-24,60
632,108335,27915.19,15.77,2021-09-27,48
633,186900,34347.27,16.5,2023-12-17,24
634,189112,20860.05,11.91,2021-10-02,48
635,197203,10978.36,12.23,2023-07-26,60
636,111130,10393.54,18.33,2023-05-31,48
637,187508,1116.97,17.62,2021-07-22,60
638,160566,35416.87,11.15,2020-02-19,36
639,166703,13403.18,19.52,2021-07-10,36
640,127192,48566.25,6.23,2023-05-07,12
641,101062,37605.8,5.14,2020-12-26,48
642,184076,15473.54,13.87,2021-08-19,6
643,189780,8788.34,18.04,2022-05-18,12
644,121545,31592.85,11.91,2021-02-23,36
645,121689,43363.32,19.73,2022-04-04,24
646,111174,29631.82,10.96,2022-05-05,60
647,188461,1537.73,14.51,2023-09-25,12
648,109348,39528.54,9.81,2022-11-20,60
649,123714,48246.92,17.12,2021-03-04,12
650,138102,3326.13,14.68,2020-06-05,24
651,174460,40647.39,9.58,2024-07-08,48
652,189930,36230.77,19.95,2021-12-22,48
653,106801,20477.31,12.33,2021-02-05,12
654,172267,32069.49,19.43,2020-09-07,12
655,148136,8781.46,11.25,2022-07-01,36
656,123625,36284.66,16.31,2021-05-12,60
657,182873,29480.84,17.35,2022-01-05,36
658,172592,5242.6,12.2,2020-08-28,12
659,177052,43543.69,19.59,2024-10-31,12
660,144261,7289.73,16.65,2022-06-18,24
661,101542,22476.88,12.91,2021-02-13,24
662,121677,7427.5,16.59,2022-08-07,24
663,146732,32659.96,17.13,2023-07-10,12
664,150343,37154.91,13.26,2021-02-26,6
665,139081,47414.39,10.16,2024-01-18,48
666,162856,13377.59,9.5,2022-05-22,48
667,193105,18948.57,13.16,2023-02-24,48
668,188858,19949.18,6.39,2024-06-05,60
669,119065,5753.05,9.25,2022-08-15,12
670,183460,40587.44,18.48,2023-01-07,6
671,188092,5052.72,18.36,2022-10-14,24
672,154693,17588.68,11.87,2022-06-01,60
673,126962,10328.81,14.65,2022-08-21,48
674,128295,33554.61,6.5,2021-12-24,12
675,113807,45372.93,10.66,2022-01-31,48
676,142348,37577.74,15.89,2022-03-12,24
677,126432,38951.4,19.25,2022-12-12,48
678,183285,4846.64,16.23,2023-02-12,6
679,191792,37209.09,5.62,2020-09-29,24
680,157854,4064.0,11.63,2022-07-31,24
681,140262,24726.13,13.57,2023-07-13,48
682,137080,34905.29,10.76,2022-11-29,24
683,101324,13482.0,7.22,2024-10-21,60
684,191267,34445.84,10.74,2024-10-19,60
685,135909,44146.01,12.75,2020-04-19,24
686,189339,44020.31,5.34,2022-12-17,24
687,119870,10413.09,9.04,2022-06-29,36
688,134578,14451.26,19.02,2020-02-28,24
689,172124,33635.85,16.36,2023-05-27,12
690,126790,42224.46,15.47,2020-05-01,6
691,125289,23305.72,16.01,2023-10-10,60
692,155129,46187.8,14.42,2020-04-25,6
693,193714,29156.11,9.81,2023-04-28,48
694,194246,13835.43,9.54,2020-05-16,12
695,115485,1978.33,16.32,2021-09-10,12
696,144482,40560.58,12.15,2024-07-11,60
697,186188,5547.4,15.52,2021-11-27,24
698,104748,4843.71,7.11,2024-07-06,60
699,186769,39079.53,13.3,2024-07-02,48
700,109435,2550.84,17.86,2022-06-25,60
701,103709,42295.24,8.09,2024-08-18,6
702,130355,30337.51,5.19,2020-08-28,24
703,155771,32190.72,18.22,2022-11-07,12
704,157799,46964.5,10.6,2024-02-04,36
705,113116,43467.88,16.02,2020-02-15,12
706,125470,4723.77,11.18,2021-01-23,36
707,142344,42796.29,10.3,2024-12-17,48
708,142918,33690.11,18.85,2022-12-13,6
709,152224,16521.89,16.7,2020-11-06,12
710,139298,42814.68,9.84,2022-10-02,12
711,180219,2141.64,6.78,2020-09-26,48
712,161629,42039.65,8.51,2022-08-26,60
713,166040,31389.35,8.43,2024-08-18,48
714,199518,13797.22,13.01,2023-01-11,48
715,199835,1291.9,9.15,2024-03-20,48
716,128016,26544.93,17.2,2022-09-01,12
717,123960,21690.56,12.82,2020-11-01,12
718,133591,43264.84,11.25,2020-07-26,24
719,182848,39607.86,10.7,2022-01-23,36
720,167641,29893.24,5.18,2022-07-30,36
721,136395,8391.6,13.76,2024-06-30,48
722,122700,36580.08,15.73,2023-02-24,24
723,134620,30087.5,18.4,2021-04-20,12
724,120559,2104.62,8.5,2024-07-17,36
725,193045,38328.54,17.81,2020-10-24,6
726,193396,41754.31,12.12,2021-02-11,48
727,161642,38950.21,17.22,2023-10-21,24
728,176539,9640.2,8.72,2023-09-11,48
729,121732,25622.53,10.09,2021-07-14,48
730,191362,26836.8,5.02,2020-01-05,60
731,130354,46783.37,8.21,2021-04-02,24
732,113843,46354.59,13.33,2024-07-24,6
733,171726,4051.69,15.85,2022-04-07,60
734,117640,49960.66,6.78,2020-11-06,48
735,152528,39547.81,15.01,2023-02-15,48
736,138413,19401.05,13.89,2022-01-02,12
737,152638,37420.84,15.78,2021-04-10,48
738,152736,19455.85,14.27,2024-04-28,6
739,168866,46877.68,18.61,2021-07-04,24
740,119087,19527.55,19.31,2024-05-29,36
741,141430,38538.82,9.57,2023-03-14,48
742,124504,8608.44,16.01,2020-03-08,60
743,107114,42763.56,14.84,2024-12-03,48
744,178859,31401.75,13.66,2022-01-12,12
745,199657,40572.43,8.09,2020-12-04,36
746,110975,21480.01,7.4,2024-11-26,6
747,111023,17969.44,12.58,2024-09-16,36
748,121447,27098.48,8.9,2020-08-30,36
749,190469,20021.26,13.46,2021-08-04,6
750,123959,26193.23,10.62,2020-06-08,36
751,166203,22101.68,8.06,2021-09-12,60
752,129703,10635.53,7.5,2021-06-26,12
753,109337,48854.82,7.19,2024-02-29,6
754,146427,1788.18,5.45,2023-09-26,60
755,161529,46356.72,19.31,2024-02-02,6
756,184665,41542.3,19.09,2020-10-15,12
757,131921,21624.27,5.28,2021-08-22,36
758,133307,16782.75,12.75,2020-04-14,12
759,127355,9069.64,9.49,2024-05-03,24
760,104835,7519.93,19.1,2022-09-02,48
761,120159,27995.01,19.23,2022-12-15,6
762,147605,6165.91,7.3,2021-03-31,6
763,138088,24347.1,17.75,2024-09-11,48
764,178752,40920.81,14.13,2021-12-22,36
765,155284,38093.9,10.97,2022-11-15,36
766,157043,7493.08,14.99,2020-11-30,48
767,135547,48092.73,19.71,2021-08-28,48
768,197007,15022.32,16.41,2021-03-23,48
769,182844,35578.84,9.9,2020-05-06,12
770,127532,15724.33,17.58,2022-07-11,48
771,134349,31253.88,18.16,2022-09-13,36
772,145445,29051.94,11.22,2022-01-27,12
773,105713,9737.48,18.35,2022-05-03,12
774,156178,32975.39,6.64,2021-05-05,6
775,149407,16974.3,7.8,2021-03-14,24
776,170340,30946.37,7.76,2022-01-18,60
777,150990,27527.48,10.29,2021-07-08,36
778,175672,42289.97,19.9,2020-11-19,24
779,165545,11466.02,13.15,2023-10-20,36
780,184791,8419.2,15.11,2023-04-18,48
781,158141,42890.01,9.6,2024-10-29,24
782,123793,22782.74,18.47,2024-12-14,36
783,156570,39310.31,19.34,2024-10-31,6
784,195084,48019.06,16.05,2022-01-02,48
785,137892,27672.03,18.33,2023-01-08,36
786,101015,15733.3,16.35,2023-04-03,24
787,161813,39917.24,18.9,2023-01-05,12
788,127712,46616.22,6.68,2024-03-27,60
789,108415,13012.31,19.21,2024-10-29,60
790,162292,34728.89,9.97,2022-05-16,36
791,123833,39248.62,7.68,2023-05-09,12
792,104158,2301.56,18.86,2022-07-28,36
793,162680,30021.14,9.89,2020-10-21,6
794,120309,32025.1,6.82,2023-05-24,6
795,106970,32190.53,14.42,2023-03-21,36
796,172474,5121.24,15.24,2022-07-18,60
797,186704,2062.72,12.24,2023-01-27,12
798,146540,15390.99,6.57,2023-09-23,12
799,120384,18533.79,17.5,2023-04-14,12
800,118017,8086.57,13.14,2021-11-16,48
801,175880,25969.74,14.62,2024-09-02,6
802,108702,12149.75,5.05,2021-11-19,48
803,100384,17539.04,15.15,2022-06-24,48
804,100404,15348.36,11.31,2024-05-23,24
805,140943,38829.54,7.64,2024-03-15,24
806,147926,43976.68,6.53,2023-09-07,24
807,129189,15625.16,10.13,2021-09-09,24
808,112763,19455.81,14.11,2022-08-28,36
809,118384,40948.39,8.88,2021-02-10,24
810,160100,38195.88,5.19,2022-01-25,24
811,198142,35730.89,11.43,2024-05-05,12
812,109860,35685.01,8.21,2020-06-19,24
813,180642,15561.77,10.02,2020-04-17,12
814,150612,46889.91,6.56,2023-07-14,60
815,123574,40650.51,6.28,2023-01-08,48
816,123524,11384.66,6.91,2021-03-25,6
817,169172,33445.42,13.65,2022-04-08,24
818,110916,8589.77,6.96,2021-07-25,24
819,104809,29304.13,5.62,2024-09-16,48
820,132201,15165.78,14.59,2020-12-30,36
821,153330,6157.07,7.17,2022-09-18,48
822,113456,30555.61,5.83,2022-06-25,48
823,156397,44330.57,17.13,2022-01-04,24
824,138765,7894.83,10.66,2020-02-03,12
825,134816,45054.16,13.99,2022-05-11,24
826,145106,7262.86,6.96,2024-11-17,12
827,153932,37352.01,10.84,2021-12-07,24
828,117100,49490.31,11.57,2020-04-04,6
829,157091,5590.32,17.47,2021-02-13,24
830,121949,11420.9,13.8,2024-04-04,6
831,170080,23714.22,19.99,2022-07-03,24
832,137744,37142.26,8.08,2022-04-05,60
833,145543,44997.49,5.5,2021-10-26,60
834,192193,36726.37,14.19,2022-05-25,36
835,136187,38789.82,11.76,2024-01-23,60
836,107239,23154.67,18.15,2022-09-03,36
837,114489,18434.96,17.02,2020-07-19,6
838,158017,25880.44,17.03,2024-06-22,60
839,161877,32826.77,14.44,2020-01-09,6
840,143125,25614.77,13.12,2023-12-09,36
841,149922,39726.11,8.92,2021-10-08,48
842,194074,8696.64,7.2,2020-12-06,6
843,132049,20413.2,10.66,2022-05-04,24
844,137131,4258.96,10.08,2020-06-22,12
845,142944,33900.45,9.2,2024-12-02,48
846,173963,38094.57,19.73,2020-02-12,60
847,124285,33701.88,7.59,2022-12-12,60
848,137626,47802.6,5.23,2021-05-14,48
849,142808,46675.01,5.95,2021-06-13,48
850,188464,14250.38,15.97,2021-03-22,24
851,153871,12915.47,9.7,2021-03-11,48
852,119198,2240.83,16.49,2022-11-30,12
853,119758,25625.84,19.55,2021-02-16,36
854,115254,43194.87,9.27,2022-12-14,60
855,144238,8717.83,8.44,2020-09-17,60
856,101252,30075.64,11.04,2024-08-20,6
857,139764,36297.93,5.97,2020-03-06,48
858,177709,19016.65,15.95,2022-08-03,24
859,137441,35444.28,8.27,2024-03-21,6
860,192234,42028.52,14.94,2020-07-02,48
861,153682,1514.98,11.5,2023-07-15,60
862,159494,37026.18,12.17,2021-11-13,36
863,181317,30392.11,18.38,2022-07-30,6
864,165215,42396.97,9.99,2020-11-01,48
865,178587,7791.68,5.97,2023-11-28,48
866,106949,40547.92,12.23,2020-12-24,36
867,155393,7917.83,16.71,2023-09-11,36
868,173553,29659.21,14.18,2020-06-01,24
869,106941,14273.34,12.93,2024-01-21,12
870,125934,12760.36,18.94,2024-06-10,6
871,123386,25438.27,15.28,2020-09-14,24
872,161886,38109.17,10.07,2022-11-05,12
873,175745,32615.91,17.43,2024-10-07,36
874,183251,49439.55,10.91,2021-08-04,60
875,194456,6833.99,16.64,2024-05-20,60
876,153413,36366.21,7.81,2020-11-12,6
877,156800,3718.04,11.16,2021-03-19,48
878,197239,18515.18,5.77,2022-08-15,48
879,142318,17831.58,8.85,2024-10-15,24
880,170173,13554.46,14.95,2021-07-30,48
881,170390,27087.73,10.96,2021-07-02,12
882,152329,12938.03,9.46,2024-03-26,6
883,143088,19011.03,14.35,2023-10-26,48
884,139811,43115.28,5.91,2024-12-02,24
885,155479,16862.12,12.91,2021-04-18,48
886,185392,49312.01,15.53,2021-11-27,60
887,187369,14526.13,12.23,2022-07-12,6
888,119963,45247.19,17.88,2023-01-25,60
889,155123,22132.51,18.05,2024-03-20,60
890,192705,45468.89,18.72,2024-07-30,24
891,173477,21912.85,8.7,2024-04-10,6
892,114388,38747.66,5.76,2023-06-12,24
893,105569,20599.88,17.15,2024-04-21,6
894,169836,31424.28,13.25,2024-06-25,12
895,136586,3522.92,13.81,2021-02-11,48
896,112015,30351.0,19.15,2023-06-26,12
897,145002,16481.54,7.5,2024-02-08,36
898,106254,49818.08,15.89,2023-11-09,24
899,117144,40720.48,7.7,2023-07-20,24
900,124214,4899.12,17.49,2024-09-29,12
901,180719,10715.21,6.94,2024-07-02,24
902,171774,31187.62,14.37,2024-09-23,12
903,106090,15720.97,17.05,2024-10-14,48
904,111637,11432.27,8.38,2023-07-22,24
905,122415,18429.02,16.25,2024-05-23,48
906,124071,6204.1,18.65,2020-03-22,6
907,158243,28169.15,17.19,2021-05-02,36
908,141240,14867.36,10.91,2021-07-17,12
909,183807,43483.48,17.02,2023-01-08,12
910,133434,2604.88,14.79,2021-07-18,36
911,169724,18196.15,5.37,2021-08-05,48
912,175697,27930.42,10.86,2023-12-17,6
913,128732,12523.02,6.88,2020-07-02,36
914,111314,3810.26,8.94,2023-04-12,12
915,123954,4550.33,15.65,2020-07-14,60
916,157108,8806.84,10.45,2024-12-06,60
917,187044,14322.66,10.18,2023-03-21,48
918,187505,35581.0,14.78,2022-05-03,24
919,136668,24257.6,13.04,2024-12-11,36
920,123061,2613.31,11.83,2022-07-19,6
921,179252,8596.63,8.96,2024-07-13,6
922,139749,19028.33,8.71,2020-02-27,24
923,116907,21568.89,18.27,2023-03-19,48
924,118777,4094.15,7.19,2023-06-23,12
925,193229,6931.9,8.19,2022-12-09,6
926,151745,13847.39,13.67,2023-03-23,6
927,191865,41996.08,19.65,2024-01-11,12
928,181818,11250.75,14.68,2023-03-31,24
929,123624,12112.94,13.59,2021-07-22,24
930,123321,25231.72,17.64,2021-06-13,24
931,110488,44682.01,15.97,2023-10-29,60
932,122574,26881.19,18.45,2024-05-26,24
933,105240,4888.54,18.24,2021-06-18,6
934,143221,10135.52,10.92,2023-08-17,36
935,110478,42934.23,14.32,2023-02-15,60
936,155645,43961.13,6.35,2022-05-27,12
937,119262,39977.22,12.48,2020-04-21,36
938,152796,27549.91,15.47,2024-03-01,12
939,104432,22518.39,18.45,2022-04-23,60
940,195257,14142.93,11.78,2024-06-01,48
941,164291,27841.92,17.43,2022-05-09,60
942,179104,34458.21,16.76,2024-06-29,60
943,159399,30363.46,9.53,2020-08-09,60
944,179714,12052.29,15.13,2024-03-14,12
945,150428,45252.12,17.66,2021-03-23,24
946,187731,20131.26,9.33,2020-12-29,12
947,100302,44359.73,7.14,2021-12-16,36
948,182558,20474.97,6.67,2022-01-07,6
949,100055,2884.27,6.51,2021-05-04,48
950,108717,37159.75,9.74,2022-05-29,48
951,128699,46086.82,12.27,2023-08-18,24
952,173686,13483.25,13.94,2023-08-03,36
953,167661,27581.67,8.5,2023-11-26,12
954,144247,40573.31,11.22,2024-02-07,48
955,116748,16733.18,17.24,2021-12-19,12
956,104621,15022.57,14.68,2022-02-21,60
957,115034,21142.19,8.63,2024-05-09,6
958,105126,27978.17,19.33,2020-10-23,24
959,105122,28074.13,8.67,2020-05-07,24
960,118030,24831.41,10.14,2022-01-03,24
961,182838,41196.59,9.2,2022-03-26,48
962,184717,8493.03,5.93,2022-01-09,24
963,155658,5172.91,15.23,2024-01-23,6
964,138638,9259.53,6.02,2023-02-17,36
965,167067,35496.23,19.13,2022-08-08,6
966,188869,8116.99,7.57,2021-06-27,48
967,134674,16818.47,19.12,2024-02-28,60
968,135854,44104.36,7.86,2021-12-25,48
969,146271,7871.22,7.24,2021-12-19,6
970,173688,26880.53,5.1,2024-10-14,36
971,138518,25796.0,8.91,2023-05-01,12
972,110267,2668.26,15.91,2023-11-24,6
973,190825,6655.33,16.02,2020-02-10,24
974,101062,47569.23,5.0,2021-03-27,36
975,150448,48090.25,7.06,2020-12-31,24
976,195462,43858.26,5.99,2020-12-03,48
977,106229,22161.16,8.76,2023-02-04,24
978,156793,30054.13,8.95,2024-05-30,36
979,147915,41383.43,9.32,2021-12-11,24
980,104632,34131.08,16.2,2021-12-14,60
981,103596,44861.5,7.87,2022-01-24,12
982,106168,16471.3,9.54,2022-07-20,24
983,107561,31583.36,9.99,2024-04-14,24
984,173794,28784.9,6.34,2023-12-30,48
985,182152,49245.15,19.46,2024-10-04,60
986,126734,44025.78,5.11,2021-02-08,48
987,106371,9094.36,19.41,2022-07-09,36
988,126069,3885.75,6.72,2022-04-16,36
989,179905,22873.74,9.95,2020-03-03,60
990,112910,27730.28,13.08,2023-09-07,48
991,173479,39703.44,19.87,2021-01-17,6
992,177735,8826.63,15.42,2022-09-20,60
993,181264,46076.45,13.84,2022-03-16,6
994,123275,29007.73,11.77,2020-05-03,48
995,172274,42294.63,18.37,2023-08-16,36
996,181449,41987.37,13.1,2021-09-02,60
997,160004,47641.36,7.64,2020-12-31,48
998,162981,33278.03,8.89,2022-08-24,12
999,184659,39407.43,14.75,2022-04-15,24
1000,154553,41205.83,11.54,2021-03-24,48
1001,148447,23937.75,18.92,2021-07-01,24
1002,134529,22181.71,11.2,2020-10-27,48
1003,175703,47384.15,15.68,2024-08-25,60
1004,176090,4281.61,18.47,2024-04-29,6
1005,117260,47694.27,7.52,2022-10-01,36
1006,103812,29345.68,12.97,2020-04-08,6
1007,128024,15439.39,13.1,2023-10-30,12
1008,158656,28302.93,7.63,2021-09-14,6
1009,127285,32251.78,16.9,2021-05-07,12
1010,192436,6428.54,5.42,2020-06-04,24
1011,101605,33826.3,10.53,2020-02-14,60
1012,171158,45226.37,9.55,2024-12-11,48
1013,172303,48593.45,9.5,2020-10-17,12
1014,127139,30389.64,5.1,2023-11-09,36
1015,177149,17025.2,17.96,2020-08-15,24
1016,156138,28610.15,8.7,2021-01-07,48
1017,176125,1139.53,14.42,2023-03-13,60
1018,113918,46042.71,14.24,2023-12-14,48
1019,185655,39447.31,7.56,2023-07-23,6
1020,127446,9155.54,11.78,2023-10-27,12
1021,113046,30858.97,9.21,2024-02-05,6
1022,124818,2009.46,14.2,2021-11-11,6
1023,104324,11586.05,12.64,2023-01-16,48
1024,176323,9330.59,5.21,2023-09-17,12
1025,109111,8651.34,9.17,2021-05-27,6
1026,138110,28052.98,11.11,2024-03-17,24
1027,116389,48256.9,17.97,2023-12-03,48
1028,141427,7386.52,17.19,2023-06-05,6
1029,179579,43767.97,18.57,2022-11-29,48
1030,128746,5030.61,13.91,2023-08-31,36
1031,187886,5059.25,9.72,2022-07-26,12
1032,100117,31775.8,10.76,2024-10-29,36
1033,184471,29150.79,9.07,2022-02-15,6
1034,113234,17867.18,8.88,2022-11-26,24
1035,153441,27136.04,15.7,2021-10-16,48
1036,100846,37990.89,15.97,2021-03-03,48
1037,110954,38891.44,10.79,2024-05-19,12
1038,179239,1587.26,11.12,2023-07-02,48
1039,146514,4826.08,13.92,2020-07-20,12
1040,188236,1168.1,13.14,2020-05-04,48
1041,197579,1766.44,11.7,2024-03-15,60
1042,106469,42142.29,7.3,2022-05-17,36
1043,130105,5094.09,6.08,2023-03-10,36
1044,142101,35839.3,11.87,2020-12-27,60
1045,164323,49021.61,10.18,2023-09-10,6
1046,191922,41224.56,6.97,2024-01-27,36
1047,158067,4253.39,19.06,2020-10-21,6
1048,149376,44800.08,10.69,2024-07-22,60
1049,145587,47950.24,15.65,2022-05-02,60
1050,136976,35612.28,9.44,2023-03-25,12
1051,167584,31199.23,5.86,2020-06-30,48
1052,178477,30487.99,18.36,2022-11-29,36
1053,142533,41192.36,17.81,2022-09-21,36
1054,101828,28119.15,5.55,2021-09-17,48
1055,101917,17355.15,17.06,2024-02-15,6
1056,120618,48551.3,19.6,2024-09-16,48
1057,132254,3374.45,5.77,2022-03-08,6
1058,147362,33602.06,17.3,2020-01-07,24
1059,120128,29695.71,16.17,2024-01-16,12
1060,159383,32318.33,8.99,2020-11-24,24
1061,165545,32468.13,15.62,2022-10-23,6
1062,182180,7052.93,10.15,2024-08-03,24
1063,187958,7542.06,9.21,2020-05-24,60
1064,109865,4301.24,6.98,2022-07-28,6
1065,102219,46980.75,18.78,2020-12-07,12
1066,139809,30885.28,11.76,2024-05-01,36
1067,105287,4778.36,8.82,2022-10-06,24
1068,134387,22249.21,8.45,2024-12-17,6
1069,108512,18606.82,9.33,2020-10-27,60
1070,101342,8261.98,13.74,2020-03-15,48
1071,163076,41278.88,14.88,2022-08-11,6
1072,119216,39004.7,16.21,2024-12-21,24
1073,193070,23739.65,7.48,2022-07-20,24
1074,179767,26600.92,11.18,2023-04-06,36
1075,197829,22385.11,5.14,2021-02-20,60
1076,126614,27999.98,6.26,2021-08-12,48
1077,136258,36895.61,8.9,2022-06-19,24
1078,193789,43922.55,5.11,2024-12-23,48
1079,142078,30023.68,7.08,2022-05-27,6
1080,183524,7164.06,11.51,2024-07-03,12
1081,196573,38830.72,10.74,2023-03-10,24
1082,112219,19241.67,14.59,2020-06-02,60
1083,100235,31864.02,7.87,2021-08-25,36
1084,142929,10730.86,8.44,2022-06-15,12
1085,167444,9007.05,11.09,2023-09-19,6
1086,108567,3581.03,14.69,2021-03-20,48
1087,170792,16408.33,19.16,2022-06-04,24
1088,165441,30260.05,14.59,2020-03-08,12
1089,184555,16619.99,5.03,2020-05-23,36
1090,173698,12803.09,17.62,2020-09-30,24
1091,105415,49748.42,9.78,2021-10-03,24
1092,136159,49943.24,8.79,2024-07-10,60
1093,143925,30642.44,15.52,2022-03-30,12
1094,105951,16855.97,16.06,2021-11-11,12
1095,187388,43219.81,11.87,2022-08-17,36
1096,108007,37102.71,13.15,2020-11-05,24
1097,141832,31180.98,15.29,2020-02-01,48
1098,158596,45504.47,19.49,2021-08-26,60
1099,130523,22820.31,14.97,2023-06-17,48
1100,188861,13517.36,8.51,2023-01-08,24
1101,186740,48385.2,15.75,2024-03-21,36
1102,115524,43151.97,16.35,2021-10-11,6
1103,119282,45691.19,5.94,2020-03-10,60
1104,123930,45992.11,5.5,2023-12-03,36
1105,100077,19748.03,17.78,2023-07-15,24
1106,120611,43179.59,5.86,2024-04-10,24
1107,116984,44574.69,7.52,2024-11-14,24
1108,114060,27831.73,18.68,2023-06-14,6
1109,182985,31637.63,6.44,2023-02-07,60
1110,184056,29297.32,8.08,2023-08-20,48
1111,143303,1785.35,6.72,2020-02-24,36
1112,159207,27241.11,14.12,2022-07-27,60
1113,175046,2854.0,16.14,2022-03-30,24
1114,129287,23102.62,17.73,2024-08-11,36
1115,193709,3238.62,8.52,2023-03-24,24
1116,139711,23312.52,6.42,2023-02-23,6
1117,111954,15932.7,18.4,2020-11-19,6
1118,173340,38922.33,9.5,2020-12-01,6
1119,172101,24475.95,17.03,2021-07-25,48
1120,171520,26092.65,19.2,2020-04-14,36
1121,187062,45280.61,5.26,2021-10-04,36
1122,118574,24632.63,14.17,2024-09-01,48
1123,109184,8662.21,16.3,2023-12-21,36
1124,119096,6516.29,14.1,2023-11-07,12
1125,167728,15985.28,16.71,2020-08-07,60
1126,134016,14003.47,18.46,2020-12-10,6
1127,111246,41106.27,7.18,2020-03-04,12
1128,145558,38185.31,9.29,2021-01-18,6
1129,118381,3872.57,7.56,2020-04-25,12
1130,136455,10848.97,7.31,2020-09-20,12
1131,192263,22992.45,12.71,2023-10-19,12
1132,104018,5272.72,14.12,2022-12-02,36
1133,111302,9144.67,11.58,2020-06-10,60
1134,167506,45513.82,17.57,2024-06-07,60
1135,141157,27518.63,12.86,2020-09-14,60
1136,154917,40035.63,11.21,2024-07-17,36
1137,192738,17196.89,14.57,2020-04-03,24
1138,196646,19364.7,17.08,2023-04-28,12
1139,183122,43059.27,17.12,2020-09-10,12
1140,124519,33201.86,7.69,2023-08-29,12
1141,196809,34240.69,6.07,2021-03-18,36
1142,187487,32308.1,14.85,2022-10-26,6
1143,156819,27515.57,10.5,2021-07-16,36
1144,180910,49565.33,15.7,2021-09-27,48
1145,171324,44816.24,12.13,2024-11-05,36
1146,105408,35834.26,15.15,2023-03-20,12
1147,159379,34229.72,8.57,2024-01-21,6
1148,125053,5128.98,12.43,2024-08-25,24
